Settlement,SocioeconomicCluster,PercentTechStudents,PercentTeachersMasters,PercentHighSchoolTeachersMasters,PercentRegionalAccommodations,PercentInstitutionalAccommodations,PersistenceRate,DropoutRate,PercentShakdQuestionnaires,PercentBagrutEligible,PercentBagrutEligibleRegular,PercentExcellentBagrut,PercentOutstandingBagrutRegular,Percent4UnitsEnglish,Percent4UnitsEnglishRegular,Percent5UnitsEnglish,Percent5UnitsEnglishRegular,Percent4UnitsMath,Percent4UnitsMathRegular,Percent5UnitsMath,Percent5UnitsMathRegular,AvgClassSizeHighSchool,Year,HighSchoolStudentsPerHighClass,TechClassRatio,GiftedClassRatio,StudentsPerResidentRatio,HighSchoolCoverageRatio,HilaStudentRatio,TeacherStudentRatio,StudentPerClass,StudentPerSchool,OutstandingToTotal,DropoutToPersistenceRatio,5UnitsIndex,DropoutRiskScore,SchoolExcellentScore,5UnitsIndexRegular,SchoolExcellentScoreRegular,4UnitsIndex,4UnitsIndexRegular,CrimeRate
הרצליה,8,0.489111242,0.464996315,0.564948454,0.365048544,0.225242718,0.8759,0.006237525,0.0,0.884,0.896,0.187,0.194,0.158,0.16,0.682,0.703,0.255,0.265,0.294,0.303,25.9453125,2019,22.5531914893617,0.06382978723404255,0.05673758865248227,0.1337965945697193,0.30303030303030304,0.0015133796519226801,0.09334800852995803,27.14686623012161,439.6969696969697,0.21153846153846154,0.007121275259732846,0.488,0.007753720727084769,0.38766666666666666,0.503,0.39999999999999997,0.20650000000000002,0.21250000000000002,0.039403790483506805
זכרון יעקב,8,0.405588484,0.426195426,0.463917526,0.342372881,0.145762712,0.7384,0.015752309,0.003184713,0.889,0.923,0.168,0.189,0.216,0.212,0.629,0.673,0.201,0.222,0.29,0.327,25.96428571,2019,22.833333333333332,0.0,0.018518518518518517,0.209856586255492,0.47058823529411764,0.0037527157811574167,0.09500296267035355,23.922018348623855,306.7647058823529,0.1889763779527559,0.02133302952329361,0.4595,0.01939564552924257,0.36233333333333334,0.5,0.39633333333333337,0.20850000000000002,0.217,0.020956719817767654
זמר,3,0.456175299,0.422222222,0.578947368,0.595238095,0.113095238,0.913,0.003039514,0.0,0.685,0.685,0.173,0.173,0.381,0.381,0.262,0.262,0.25,0.25,0.179,0.179,31.42857143,2019,23.875,0.0625,0.0,0.20087504825633767,0.25,0.0,0.08648302370275464,26.032258064516128,403.5,0.2525547445255474,0.0033291500547645127,0.2205,0.003039514,0.20466666666666666,0.2205,0.20466666666666666,0.3155,0.3155,0.03795091859997318
זרזיר,2,0.581162325,0.367231638,0.408163265,0.24137931,0.531034483,0.9268,0.0,0.044776119,0.582,0.6,0.007,0.007,0.314,0.331,0.157,0.159,0.111,0.117,0.026,0.028,29.35294118,2019,29.58823529411765,0.11764705882352941,0.0,0.23452012383900928,0.25,0.011315417256011316,0.08345120226308345,25.833333333333332,503.75,0.012027491408934709,0.0,0.0915,0.011910669975186104,0.06333333333333334,0.0935,0.06466666666666666,0.2125,0.224,0.0428488032691185
חדרה,6,0.445417237,0.399462004,0.448543689,0.383215369,0.158746208,0.8716,0.004958912,0.005270092,0.69,0.727,0.056,0.062,0.245,0.264,0.337,0.365,0.157,0.171,0.106,0.116,24.75324675,2019,22.124223602484474,0.09937888198757763,0.0,0.15004917341825505,0.37037037037037035,0.0008739076154806492,0.09282147315855181,24.357818181818182,310.1111111111111,0.08115942028985508,0.005689435520881138,0.2215,0.005794932542219038,0.16633333333333333,0.2405,0.18099999999999997,0.201,0.21750000000000003,0.04622431847517008
חולון,6,0.476122254,0.426927503,0.479020979,0.350642928,0.200296736,0.9008,0.008223957,0.001592357,0.775,0.83,0.072,0.078,0.239,0.259,0.441,0.484,0.193,0.213,0.178,0.196,26.21794872,2019,26.473684210526315,0.10150375939849623,0.045112781954887216,0.16338480671572184,0.3793103448275862,0.0018395179194418015,0.08268315889628924,26.635522664199815,496.4310344827586,0.0929032258064516,0.009129614786856128,0.3095,0.010238335494773036,0.2303333333333333,0.33999999999999997,0.25266666666666665,0.216,0.236,0.034633784104628786
חורה,1,0.439108062,0.232835821,0.335443038,0.048923679,0.181996086,0.9087,0.018309859,0.126984127,0.642,0.641,0.046,0.047,0.381,0.38,0.186,0.188,0.286,0.286,0.052,0.053,26.86567164,2019,13.986666666666666,0.14666666666666667,0.0,0.24647855221771436,0.5,0.013685962641020899,0.1239134455335676,23.764705882352942,490.57142857142856,0.07165109034267912,0.02014950918895125,0.119,0.029084465872451955,0.09466666666666666,0.1205,0.09599999999999999,0.3335,0.33299999999999996,0.027959068568205625
חורפיש,4,0.527932961,0.359477124,0.425531915,0.262626263,0.656565657,0.9455,0.002828854,0.03125,0.971,0.97,0.125,0.131,0.452,0.455,0.452,0.465,0.288,0.283,0.212,0.212,25.57142857,2019,26.428571428571427,0.21428571428571427,0.0,0.20634684147794993,0.3333333333333333,0.007220216606498195,0.11046931407942238,23.423728813559322,460.6666666666667,0.12873326467559218,0.0029919132734003173,0.332,0.01006474401447178,0.263,0.3385,0.26933333333333337,0.37,0.369,0.01762313601446001
חיפה,7,0.478289412,0.455584052,0.513565891,0.280876494,0.204183267,0.8967,0.008775029,0.006362672,0.79,0.843,0.145,0.158,0.194,0.204,0.526,0.568,0.221,0.238,0.238,0.259,26.69909502,2019,20.29385964912281,0.07675438596491228,0.03289473684210526,0.1352945908981201,0.373015873015873,0.0019326065411298316,0.10626858275520318,24.44431946006749,344.93650793650795,0.18354430379746833,0.009785913906546225,0.382,0.01056970020703143,0.303,0.4135,0.3283333333333333,0.20750000000000002,0.22099999999999997,0.049289370526272275
חצור הגלילית,4,0.432918396,0.397590361,0.357798165,0.163841808,0.084745763,0.6988,0.007569386,0.0,0.376,0.373,0.016,0.017,0.177,0.181,0.129,0.136,0.081,0.085,0.032,0.034,25.63636364,2019,16.74074074074074,0.18518518518518517,0.0,0.17438076297233773,0.45454545454545453,0.005184033177812338,0.1290824261275272,23.349514563106798,218.63636363636363,0.0425531914893617,0.010831977676016027,0.0805,0.011727390158004159,0.059,0.085,0.06233333333333333,0.129,0.133,0.040310540459838756
טבריה,4,0.716296928,0.382769902,0.424403183,0.296529968,0.253943218,0.8021,0.014177463,0.011257036,0.722,0.745,0.056,0.06,0.253,0.265,0.288,0.306,0.191,0.203,0.098,0.104,21.44067797,2019,16.614035087719298,0.11403508771929824,0.0,0.15496542077861528,0.4411764705882353,0.004011533157828757,0.11495549705403034,22.688654353562004,252.91176470588235,0.0775623268698061,0.01767543074429622,0.193,0.017898825949180137,0.14733333333333334,0.205,0.15666666666666665,0.222,0.234,0.05297903944545305
טורעאן,3,0.554711246,0.303135889,0.353846154,0.231155779,0.271356784,0.9132,0.0,0.14084507,0.7,0.698,0.045,0.045,0.44,0.442,0.2,0.201,0.205,0.206,0.075,0.075,32.9,2019,37.7,0.0,0.0,0.23051859896823243,0.14285714285714285,0.0002944640753828033,0.08451118963486455,26.65546218487395,453.14285714285717,0.0642857142857143,0.0,0.1375,0.00031525851197982345,0.10666666666666667,0.138,0.107,0.3225,0.324,0.08251738807481937
טייבה,3,0.337758688,0.423033067,0.457627119,0.319518717,0.295454545,0.9416,0.007270461,0.076530612,0.776,0.779,0.092,0.096,0.369,0.373,0.305,0.309,0.204,0.213,0.065,0.071,31.56626506,2019,30.865853658536587,0.08536585365853659,0.0,0.2301164653418193,0.23529411764705882,0.0012229539040451553,0.08250235183443086,26.8989898989899,626.5882352941177,0.11855670103092783,0.007721390186915888,0.185,0.008490889088621854,0.154,0.19,0.15866666666666665,0.2865,0.293,0.05284658843980878
טירה,4,0.429942418,0.372173913,0.496453901,0.12962963,0.310185185,0.9311,0.006406523,0.07027027,0.573,0.63,0.1,0.121,0.275,0.326,0.192,0.233,0.221,0.263,0.115,0.14,27.54716981,2019,22.691176470588236,0.10294117647058823,0.0,0.2057440869692963,0.4375,0.003391645840771153,0.1026419136022849,22.979757085020243,354.75,0.17452006980802795,0.006880596069165502,0.1535,0.009753950766032417,0.13566666666666669,0.1865,0.16466666666666666,0.248,0.2945,0.07891518595784476
טירת כרמל,4,0.376712329,0.407713499,0.441666667,0.270440252,0.270440252,0.8955,0.009836066,0.012820513,0.751,0.792,0.022,0.025,0.21,0.226,0.425,0.472,0.199,0.22,0.149,0.17,25.26086957,2019,29.53846153846154,0.11538461538461539,0.0,0.10822673689490846,0.3333333333333333,0.004634994206257242,0.10515643105446118,22.257575757575758,326.44444444444446,0.02929427430093209,0.010983881630374092,0.287,0.015281947552076241,0.19866666666666666,0.321,0.22233333333333336,0.20450000000000002,0.223,0.03571801203352694
טמרה,2,0.431512981,0.384436702,0.408510638,0.272222222,0.394444444,0.9494,0.007016372,0.03880597,0.606,0.607,0.081,0.08,0.284,0.291,0.213,0.213,0.159,0.163,0.136,0.135,24.15217391,2019,22.082474226804123,0.12371134020618557,0.0,0.22529033681829466,0.42857142857142855,0.005999755112036244,0.10542426839720828,23.632022471910112,400.6190476190476,0.13366336633663367,0.007390322308826627,0.1745,0.01284069150552716,0.14333333333333334,0.174,0.14266666666666666,0.22149999999999997,0.22699999999999998,0.05123625606965452
יבנאל,3,0.265060241,0.202020202,0.0,0.0,0.1,0.4138,0.047297297,0.0,0.818,0.818,0.0,0.0,0.182,0.182,0.0,0.0,0.091,0.091,0.0,0.0,12.90909091,2019,29.375,0.125,0.0,0.23993217465027555,0.42857142857142855,0.0,0.08745583038869258,17.019607843137255,124.0,0.0,0.11429989608506526,0.0,0.047297297,0.0,0.0,0.0,0.1365,0.1365,0.04865697930427124
יבנה,6,0.441961067,0.419825073,0.454081633,0.292978208,0.108958838,0.8522,0.012812089,0.004405286,0.866,0.865,0.073,0.075,0.293,0.296,0.479,0.474,0.251,0.255,0.103,0.106,24.79661017,2019,29.830188679245282,0.20754716981132076,0.0,0.14581203984408836,0.2608695652173913,0.000594035879767138,0.08150172270405133,26.51170046801872,369.4347826086956,0.08429561200923787,0.015034134006101854,0.291,0.01340053197987525,0.2183333333333333,0.29,0.2183333333333333,0.272,0.27549999999999997,0.030729833546734954
יפיע,3,0.493951613,0.451851852,0.448818898,0.109271523,0.208609272,0.874,0.007839721,0.027906977,0.726,0.745,0.027,0.026,0.514,0.54,0.134,0.142,0.152,0.162,0.085,0.086,26.61111111,2019,26.195121951219512,0.07317073170731707,0.0,0.23189808095468473,0.3076923076923077,0.005795085767269356,0.09388038942976357,24.538922155688624,315.2307692307692,0.0371900826446281,0.008969932494279175,0.10950000000000001,0.013940257847242557,0.082,0.11399999999999999,0.08466666666666667,0.333,0.35100000000000003,0.027405602923264313
יקנעם עילית,7,0.725235849,0.45505618,0.509803922,0.349593496,0.37804878,0.8867,0.00172117,0.0,0.876,0.902,0.113,0.122,0.32,0.329,0.474,0.512,0.18,0.195,0.297,0.321,30.03846154,2019,36.57575757575758,0.09090909090909091,0.0,0.19433962264150945,0.125,0.001032844453625284,0.07353852509812023,26.62091503267974,509.125,0.12899543378995434,0.0019410961993910002,0.38549999999999995,0.0029487663663147557,0.29466666666666663,0.4165,0.3183333333333333,0.25,0.262,0.024779623837185686
ירוחם,4,0.791489362,0.402654867,0.469387755,0.246575342,0.267123288,0.7215,0.003076923,0.0,0.816,0.855,0.057,0.062,0.228,0.228,0.544,0.586,0.297,0.324,0.152,0.166,23.5,2019,23.75,0.15,0.0,0.18738980774074385,0.42857142857142855,0.002688172043010753,0.10125448028673835,24.261363636363637,305.0,0.06985294117647059,0.004264619542619543,0.34800000000000003,0.0058872274496487124,0.25100000000000006,0.376,0.27133333333333337,0.2625,0.276,0.05201432408236347
ירושלים,3,0.217192997,0.294375,0.331733951,0.166168637,0.196310251,0.9068,0.010435599,0.007452799,0.5023,0.5359,0.0686,0.0802,0.1314,0.1389,0.305,0.3455,0.1381,0.1603,0.1119,0.1306,26.8853012,2019,20.79110898661568,0.032504780114722756,0.011950286806883365,0.18814021467065228,0.4722617354196302,0.0011836032189872698,0.08269716813884855,24.566863411435044,293.072546230441,0.13657176985865022,0.011508159461843847,0.20845,0.011547087618162404,0.16183333333333333,0.23804999999999998,0.18543333333333334,0.13474999999999998,0.1496,0.03519467541873321
ירכא,3,0.641776938,0.309917355,0.375,0.27124183,0.029411765,0.9852,0.005333333,0.063291139,0.83,0.82,0.096,0.098,0.269,0.278,0.306,0.317,0.16,0.167,0.256,0.268,27.97435897,2019,20.818181818181817,0.06818181818181818,0.0,0.22118116423865078,0.42857142857142855,0.00027329871549603714,0.132276578300082,21.242105263157896,288.2857142857143,0.11566265060240964,0.005413452090946001,0.281,0.005581103069375619,0.21933333333333335,0.2925,0.22766666666666666,0.21450000000000002,0.22250000000000003,0.03451770933048032
כאבול,2,0.372307692,0.315789474,0.515625,0.151960784,0.161764706,0.8991,0.00152207,0.0,0.859,0.858,0.083,0.078,0.424,0.426,0.229,0.225,0.2,0.201,0.141,0.137,28.26086957,2019,33.47826086956522,0.08695652173913043,0.13043478260869565,0.23804506402982656,0.16666666666666666,0.0020429009193054137,0.08409942117807287,25.932692307692307,449.5,0.09662398137369034,0.0016928817706595484,0.185,0.003746764104560623,0.151,0.181,0.14666666666666667,0.312,0.3135,0.036163522012578615
כסיפה,1,0.602673147,0.285276074,0.341176471,0.03777336,0.121272366,0.9517,0.020933014,0.130208333,0.524,0.522,0.008,0.008,0.27,0.27,0.2,0.202,0.111,0.111,0.062,0.063,26.73770492,2019,17.61904761904762,0.14285714285714285,0.0,0.2645697506594336,0.36363636363636365,0.00018811136192626034,0.12264860797592174,26.03610108303249,655.6363636363636,0.015267175572519083,0.021995391404854472,0.131,0.021071671792567942,0.09000000000000001,0.1325,0.09100000000000001,0.1905,0.1905,0.025052105043768237
כסרא-סמיע,3,0.433333333,0.391304348,0.5,0.234042553,0.056737589,0.9412,0.010486177,0.106060606,0.938,0.937,0.028,0.028,0.324,0.322,0.31,0.315,0.31,0.315,0.076,0.077,23.42105263,2019,19.791666666666668,0.125,0.0,0.2255614625149181,0.4,0.015873015873015872,0.11063011063011063,22.54945054945055,410.4,0.02985074626865672,0.01114128453038674,0.193,0.026568048345029238,0.138,0.196,0.14,0.317,0.3185,0.024070259134771767
כפר ורדים,9,0.201005025,0.458100559,0.49,0.346153846,0.307692308,0.7953,0.003592814,0.0,0.8,0.942,0.169,0.204,0.192,0.223,0.577,0.709,0.262,0.301,0.285,0.359,28.08333333,2019,18.444444444444443,0.0,0.0,0.21283665617348724,0.5,0.004108463434675432,0.14708299096138044,25.137931034482758,364.5,0.21125,0.0045175581541556644,0.43099999999999994,0.007022169281207133,0.3436666666666666,0.534,0.424,0.227,0.262,0.017259978425026967
כפר יאסיף,4,0.528271405,0.41588785,0.5,0.47027027,0.086486486,0.8821,0.006441224,0.014084507,0.733,0.73,0.059,0.059,0.396,0.389,0.31,0.314,0.225,0.227,0.139,0.141,28.13636364,2019,25.272727272727273,0.13636363636363635,0.0,0.19239079379990606,0.2,0.0,0.1044921875,26.557894736842105,504.6,0.08049113233287858,0.007302147148849337,0.2245,0.006441224,0.16933333333333334,0.22749999999999998,0.17133333333333334,0.3105,0.308,0.06782759284202425
כפר יונה,7,0.34725537,0.432506887,0.578313253,0.266932271,0.266932271,0.8286,0.00363901,0.0,0.894,0.913,0.106,0.111,0.281,0.292,0.449,0.458,0.19,0.194,0.266,0.277,29.92857143,2019,38.142857142857146,0.10714285714285714,0.0,0.16938540679572223,0.1111111111111111,0.0011988011988011988,0.07252747252747253,28.441640378548897,500.8888888888889,0.1185682326621924,0.0043917571807868695,0.35750000000000004,0.004969977169476486,0.27366666666666667,0.36750000000000005,0.28200000000000003,0.23550000000000001,0.243,0.030152801358234296
כפר כנא,2,0.627240143,0.360747664,0.435064935,0.177570093,0.049065421,0.8956,0.013285024,0.024390244,0.643,0.666,0.077,0.082,0.366,0.382,0.161,0.17,0.159,0.166,0.099,0.105,28.0,2019,25.833333333333332,0.05555555555555555,0.0,0.22386204130739923,0.35714285714285715,0.0026872088857040487,0.09584378359011107,25.705357142857142,411.2857142857143,0.119751166407465,0.014833657882983475,0.13,0.01589009520527961,0.11233333333333334,0.1375,0.11900000000000001,0.2625,0.274,0.03957192633150821
כפר מנדא,2,0.531684699,0.353413655,0.437956204,0.120906801,0.090680101,0.96,0.014084507,0.041666667,0.838,0.846,0.06,0.061,0.386,0.386,0.167,0.169,0.127,0.126,0.1,0.101,29.13636364,2019,28.5,0.13043478260869565,0.0,0.23368440417605665,0.2727272727272727,0.00393623302499508,0.09801220232237748,26.01025641025641,461.09090909090907,0.07159904534606205,0.014671361458333334,0.1335,0.01802772466561514,0.109,0.135,0.11033333333333334,0.2565,0.256,0.027895496670237042
כפר סבא,8,0.253313328,0.461214672,0.570469799,0.40874036,0.224507284,0.8655,0.007244918,0.004602992,0.839,0.858,0.141,0.15,0.166,0.168,0.625,0.655,0.246,0.26,0.236,0.246,25.66666667,2019,22.4025974025974,0.006493506493506494,0.1038961038961039,0.16852809134812474,0.325,0.002254523880154257,0.09866508454464551,27.06806282722513,452.375,0.16805721096543502,0.00837078913922588,0.4305,0.009344945631942526,0.334,0.4505,0.35033333333333333,0.20600000000000002,0.21400000000000002,0.028496593012722046
כפר קאסם,3,0.698638247,0.423344948,0.422222222,0.41025641,0.551282051,0.9352,0.007905138,0.032608696,0.727,0.743,0.125,0.138,0.287,0.319,0.252,0.281,0.118,0.132,0.161,0.179,28.15254237,2019,24.73015873015873,0.1746031746031746,0.0,0.2201983702665831,0.3333333333333333,0.001841929002009377,0.09611520428667113,25.289795918367346,516.3333333333334,0.171939477303989,0.00845288494439692,0.20650000000000002,0.009680476928340866,0.17933333333333334,0.23,0.19933333333333336,0.20249999999999999,0.2255,0.04991101443543603
כפר קרע,4,0.553244592,0.389496718,0.413533835,0.435,0.0875,0.8703,0.002514142,0.030150754,0.581,0.603,0.095,0.1,0.233,0.239,0.31,0.324,0.188,0.197,0.098,0.102,27.79069767,2019,21.97826086956522,0.13043478260869565,0.0,0.20500485908649174,0.42857142857142855,0.004029390850912538,0.10831950699217824,25.72872340425532,345.5,0.16351118760757316,0.002888822245202804,0.20400000000000001,0.006028717149886294,0.16766666666666666,0.213,0.17533333333333334,0.21050000000000002,0.218,0.03996403237086622
כרמיאל,6,0.392156863,0.447643979,0.50755287,0.340375587,0.178403756,0.8299,0.012145749,0.005319149,0.712,0.793,0.04,0.047,0.227,0.247,0.338,0.385,0.193,0.219,0.123,0.142,20.88764045,2019,19.89156626506024,0.13253012048192772,0.12048192771084337,0.15246019517205958,0.45454545454545453,0.004716345505996497,0.10295108475946638,23.42457231726283,342.3181818181818,0.05617977528089888,0.014635195806723704,0.2305,0.016793206177001727,0.167,0.2635,0.19133333333333336,0.21000000000000002,0.23299999999999998,0.03740727434114589
לוד,4,0.46854725,0.379937304,0.420523139,0.223584906,0.175471698,0.8149,0.009566221,0.011730205,0.613,0.626,0.107,0.114,0.193,0.193,0.317,0.332,0.171,0.179,0.136,0.143,26.37267081,2019,23.845070422535212,0.08450704225352113,0.0,0.16903781355297642,0.38095238095238093,0.0031919744642042863,0.10390202592664972,23.85,374.7857142857143,0.17455138662316477,0.011739134863173396,0.2265,0.012679110905342735,0.18666666666666668,0.2375,0.19633333333333333,0.182,0.186,0.051985331161907886
לקיה,1,0.720766129,0.263948498,0.380165289,0.054945055,0.098901099,0.9317,0.01971831,0.066115702,0.398,0.416,0.003,0.004,0.175,0.179,0.142,0.158,0.078,0.086,0.036,0.039,27.55555556,2019,24.805555555555557,0.16666666666666666,0.0,0.24433771762266004,0.2222222222222222,0.00022336385972749609,0.10408755863301318,26.369791666666668,562.5555555555555,0.007537688442211055,0.02116379735966513,0.089,0.01991582135690302,0.06033333333333333,0.0985,0.067,0.1265,0.1325,0.030229217413028545
מבשרת ציון,8,0.182,0.456716418,0.522727273,0.25087108,0.271777003,0.8552,0.013346044,0.0,0.853,0.897,0.106,0.117,0.15,0.159,0.606,0.662,0.244,0.269,0.219,0.241,26.58333333,2019,21.044444444444444,0.06666666666666667,0.0,0.1560620570771883,0.3,0.0019636720667648502,0.0822287677957781,26.22,393.3,0.1242672919109027,0.015605757717492985,0.4125,0.015380114683956267,0.3103333333333333,0.4515,0.34,0.197,0.21400000000000002,0.033546513909051674
מג'דל שמס,3,0.494584838,0.405286344,0.482758621,0.185929648,0.165829146,1.0,0.003469211,0.03125,0.685,0.685,0.03,0.03,0.225,0.225,0.395,0.395,0.27,0.27,0.235,0.235,27.7,2019,28.65,0.15,0.0,0.20756564307966177,0.25,0.0,0.09734133790737565,25.93258426966292,577.0,0.0437956204379562,0.003469211,0.315,0.003469211,0.22,0.315,0.22,0.2475,0.2475,0.017455053237912375
מגדל העמק,4,0.527472527,0.321958457,0.308695652,0.235955056,0.087078652,0.703,0.02025974,0.005934718,0.588,0.623,0.04,0.044,0.188,0.202,0.218,0.235,0.095,0.102,0.098,0.105,22.42424242,2019,18.516666666666666,0.18333333333333332,0.0,0.16262042389210019,0.34615384615384615,0.006462731581214994,0.14519603619129687,22.83975659229209,216.53846153846155,0.06802721088435375,0.028818975817923184,0.158,0.025588336802841918,0.11866666666666666,0.16999999999999998,0.12799999999999997,0.14150000000000001,0.152,0.039574719432959246
מודיעין עילית,1,0.292517007,0.028419183,0.024615385,0.034261242,0.006423983,0.658,0.016809666,0.0,0.047,0.043,0.002,0.002,0.022,0.021,0.006,0.006,0.018,0.019,0.0,0.0,35.58682635,2019,36.51587301587302,0.0,0.0,0.2841368904739044,0.4625,0.0006838844637541234,0.02264864429962185,28.549361207897793,307.2625,0.0425531914893617,0.025546604863221883,0.003,0.017501257066270696,0.0026666666666666666,0.003,0.0026666666666666666,0.019999999999999997,0.02,0.008661644032823072
מזכרת בתיה,8,0.022849462,0.496527778,0.670454545,0.331950207,0.369294606,0.8996,0.00386349,0.0,0.857,0.875,0.095,0.096,0.127,0.117,0.718,0.746,0.198,0.204,0.294,0.308,28.61538462,2019,34.03846153846154,0.11538461538461539,0.0,0.2364180197778049,0.2857142857142857,0.0018073844564936742,0.07436096049573973,28.433070866141733,515.8571428571429,0.11085180863477247,0.004294675411293908,0.506,0.005802011185267238,0.369,0.527,0.38333333333333336,0.1625,0.1605,0.01621518504387638
מיתר,9,0.327394209,0.416216216,0.581818182,0.195652174,0.246376812,0.8081,0.00102145,0.0,0.892,0.899,0.101,0.101,0.201,0.203,0.662,0.667,0.216,0.217,0.324,0.326,29.93333333,2019,35.2,0.0,0.0,0.2139790486003778,0.25,0.0004012841091492777,0.07423756019261638,31.08641975308642,629.5,0.11322869955156951,0.0012640143546590768,0.493,0.0014185905877680698,0.36233333333333334,0.49650000000000005,0.3646666666666667,0.20850000000000002,0.21000000000000002,0.03069334064127158
מסעדה,2,0.439739414,0.403361345,0.488372093,0.111111111,0.355555556,1.0,0.003225806,0.016129032,0.902,0.9,0.043,0.044,0.554,0.556,0.217,0.222,0.359,0.356,0.076,0.078,23.61538462,2019,14.692307692307692,0.0,0.0,0.2251862533044941,0.3333333333333333,0.0,0.12700106723585913,24.704545454545453,362.3333333333333,0.04767184035476718,0.003225806,0.1465,0.003225806,0.11199999999999999,0.15,0.11466666666666665,0.4565,0.456,0.029464978030498835
מעיליא,6,0.850793651,0.454545455,0.558139535,0.259615385,0.163461538,0.9464,0.0,0.049180328,0.849,0.865,0.358,0.365,0.311,0.317,0.538,0.548,0.349,0.356,0.33,0.337,28.46153846,2019,15.181818181818182,0.0,0.0,0.17298288508557458,0.5,0.0,0.13604240282685512,25.161290322580644,390.0,0.4216725559481743,0.0,0.43400000000000005,0.0,0.4086666666666667,0.4425,0.4166666666666667,0.32999999999999996,0.3365,0.03169765315452606
מעלה אדומים,6,0.675701839,0.409801877,0.466487936,0.224137931,0.315517241,0.8545,0.003774475,0.0,0.941,0.948,0.08,0.09,0.317,0.301,0.524,0.577,0.238,0.263,0.153,0.169,25.20779221,2019,22.096774193548388,0.03225806451612903,0.0,0.22699018538713195,0.35,0.0027624309392265192,0.11518135959644488,23.786216596343177,422.8,0.08501594048884166,0.004417173785839672,0.3385,0.00649443715704825,0.25233333333333335,0.373,0.2786666666666667,0.27749999999999997,0.28200000000000003,0.026573095726226147
מעלה אפרים,5,0.0,0.394736842,0.466666667,0.303030303,0.060606061,0.75,0.003861004,0.0,0.636,0.625,0.03,0.031,0.242,0.25,0.364,0.344,0.061,0.063,0.091,0.094,24.0,2019,7.6,0.0,0.0,0.1463126843657817,1.0,0.016129032258064516,0.1532258064516129,19.615384615384617,255.0,0.04716981132075471,0.005148005333333333,0.22749999999999998,0.019547278509803923,0.16166666666666665,0.21899999999999997,0.15633333333333332,0.1515,0.1565,0.04502541757443718
מעלה עירון,2,0.413095238,0.408945687,0.559139785,0.168582375,0.22605364,0.8742,0.008861622,0.016806723,0.598,0.595,0.075,0.076,0.308,0.309,0.207,0.206,0.192,0.187,0.049,0.05,28.0,2019,32.666666666666664,0.16666666666666666,0.0,0.23820121751652812,0.2857142857142857,0.007969222313822478,0.08601264083539434,25.48507462686567,487.85714285714283,0.1254180602006689,0.010136835964310226,0.128,0.01735356929136164,0.11033333333333334,0.128,0.11066666666666668,0.25,0.248,0.024399470399092113
מעלות-תרשיחא,5,0.621621622,0.373966942,0.464516129,0.292207792,0.152597403,0.7456,0.003606388,0.023715415,0.741,0.763,0.119,0.127,0.296,0.302,0.375,0.399,0.198,0.205,0.165,0.175,23.4,2019,22.627906976744185,0.09302325581395349,0.0,0.1751610253750054,0.3333333333333333,0.005676209279368213,0.1194471865745311,23.776536312849164,354.6666666666667,0.16059379217273953,0.004836893776824034,0.27,0.009010523338345865,0.21966666666666668,0.28700000000000003,0.2336666666666667,0.247,0.2535,0.0329026242173971
מצפה רמון,3,0.0,0.307189542,0.527272727,0.258823529,0.152941176,0.6444,0.012875536,0.018867925,0.828,0.833,0.034,0.036,0.31,0.31,0.368,0.381,0.207,0.214,0.195,0.202,23.71428571,2019,17.5,0.25,0.0,0.1880888888888889,0.3333333333333333,0.004725897920604915,0.1446124763705104,25.627906976744185,183.66666666666666,0.04106280193236715,0.01998065797641217,0.2815,0.01741274108166969,0.19899999999999998,0.2915,0.20633333333333334,0.2585,0.262,0.0592817784533536
משהד,2,0.448553055,0.369098712,0.460869565,0.136125654,0.157068063,0.8889,0.010763209,0.055555556,0.582,0.62,0.048,0.052,0.221,0.24,0.188,0.203,0.178,0.193,0.106,0.115,22.12903226,2019,19.892857142857142,0.0,0.0,0.2439332949971248,0.5,0.01603017444601603,0.10985384252710985,24.129411764705882,341.8333333333333,0.08247422680412372,0.012108458769265383,0.147,0.027340488375914188,0.11399999999999999,0.159,0.12333333333333334,0.1995,0.2165,0.02143427203283548
נהריה,6,0.591208791,0.440490798,0.531914894,0.330935252,0.181654676,0.8357,0.01036538,0.006042296,0.73,0.74,0.079,0.078,0.243,0.25,0.381,0.39,0.178,0.185,0.173,0.176,25.95945946,2019,34.128571428571426,0.02857142857142857,0.0,0.14361203817553722,0.3333333333333333,0.0033635715013760063,0.0830700234430741,25.514074074074074,410.04761904761904,0.10821917808219178,0.012403230824458539,0.277,0.014197687513645339,0.211,0.28300000000000003,0.21466666666666667,0.2105,0.2175,0.041362378219462995
